element,category_id,frequency_in_category
mexico,Palma,1
mia,Palma,1
miander,Palma,1
mid,Palma,8
midday,Palma,2
middle,Palma,11
midnite,Palma,1
midsummer,Palma,1
midweek,Palma,2
miguels,Palma,1
mild,Palma,1
mile,Palma,29
mill,Palma,1
million,Palma,2
millor,Palma,2
millpond,Palma,1
min,Palma,27
mind,Palma,6
mindful,Palma,1
mingles,Palma,1
mini,Palma,4
minority,Palma,1
minus,Palma,2
minute,Palma,65
miquelon,Palma,1
miro,Palma,1
miss,Palma,7
mistake,Palma,3
mix,Palma,7
mixed,Palma,2
mixer,Palma,1
mixture,Palma,2
mnts,Palma,1
mobile,Palma,1
mobility,Palma,4
moderate,Palma,1
mojitos,Palma,1
moldy,Palma,1
mom,Palma,1
moment,Palma,3
monday,Palma,2
mondrag,Palma,1
money,Palma,17
monkey,Palma,2
month,Palma,7
mood,Palma,1
moor,Palma,1
morning,Palma,40
moro,Palma,29
moss,Palma,1
motor,Palma,3
motorbike,Palma,1
motorist,Palma,1
mound,Palma,1
mountain,Palma,17
mouth,Palma,1
move,Palma,4
mr,Palma,1
much,Palma,67
multicultural,Palma,1
multiple,Palma,3
multitude,Palma,1
mum,Palma,2
municipal,Palma,1
municipality,Palma,1
music,Palma,18
mussel,Palma,1
n,Palma,1
na,Palma,3
najkrajia,Palma,1
naked,Palma,1
name,Palma,4
nappy,Palma,1
narrow,Palma,15
nationality,Palma,6
nativity,Palma,1
natural,Palma,5
nature,Palma,8
naturist,Palma,3
nautic,Palma,1
nautica,Palma,1
navigate,Palma,2
navigation,Palma,1
navtvili,Palma,1
navy,Palma,1
ne,Palma,3
nealry,Palma,1
near,Palma,4
nearer,Palma,1
neat,Palma,1
necessary,Palma,1
necklace,Palma,1
need,Palma,35
needle,Palma,1
negative,Palma,6
negligible,Palma,1
negotiate,Palma,2
neighbour,Palma,3
neighbourhood,Palma,2
nein,Palma,1
nerve,Palma,1
nervous,Palma,1
nest,Palma,1
new,Palma,4
news,Palma,1
newspaper,Palma,2
next,Palma,23
nica,Palma,1
nicer,Palma,9
nich,Palma,1
niece,Palma,1
night,Palma,50
nightclub,Palma,2
nightlife,Palma,4
nightmare,Palma,4
nightspot,Palma,1
nixe,Palma,6
nobody,Palma,2
noce,Palma,1
nod,Palma,1
noise,Palma,8
noisey,Palma,2
noisier,Palma,2
noisy,Palma,16
non,Palma,6
none,Palma,3
noon,Palma,7
nordic,Palma,1
normal,Palma,4
north,Palma,5
northern,Palma,2
nosey,Palma,1
note,Palma,9
nothing,Palma,17
notice,Palma,2
nova,Palma,6
novelty,Palma,1
november,Palma,4
novice,Palma,1
npisom,Palma,1
nr,Palma,1
nudist,Palma,2
nudity,Palma,1
nuisance,Palma,1
number,Palma,23
numbered,Palma,1
numerous,Palma,4
nut,Palma,1
nutter,Palma,1
obesity,Palma,1
obeys,Palma,1
objection,Palma,1
objectivity,Palma,1
oblivion,Palma,1
obmedzen,Palma,1
observe,Palma,2
observer,Palma,1
occasion,Palma,1
occasional,Palma,1
occurrence,Palma,1
occurs,Palma,1
ocean,Palma,4
oclock,Palma,1
oct,Palma,2
october,Palma,13
octoberfest,Palma,1
odd,Palma,6
oddity,Palma,1
ofcourse,Palma,1
offer,Palma,13
offering,Palma,6
office,Palma,1
official,Palma,2
oh,Palma,3
ohhhh,Palma,1
oil,Palma,1
ok,Palma,21
okay,Palma,5
oktoberfest,Palma,2
old,Palma,31
oldie,Palma,1
ole,Palma,3
olive,Palma,1
omg,Palma,1
one,Palma,9
onerous,Palma,1
open,Palma,15
opening,Palma,2
opinion,Palma,11
opportunity,Palma,4
opposite,Palma,9
ops,Palma,1
option,Palma,17
orange,Palma,2
order,Palma,4
ordinary,Palma,1
others,Palma,11
otis,Palma,1
outcrop,Palma,1
outdoor,Palma,1
outhouse,Palma,1
outing,Palma,1
outlet,Palma,3
outskirt,Palma,1
outstanding,Palma,1
overall,Palma,7
overnight,Palma,1
overrun,Palma,1
oversight,Palma,1
owner,Palma,8
paca,Palma,1
pace,Palma,4
pack,Palma,4
packed,Palma,17
pad,Palma,1
paddle,Palma,1
padron,Palma,1
paella,Palma,1
paguera,Palma,1
paid,Palma,10
pain,Palma,1
paint,Palma,1
painting,Palma,1
pair,Palma,1
palace,Palma,5
palate,Palma,1
pallista,Palma,1
palm,Palma,6
palmanova,Palma,3
palmtree,Palma,1
pamphlet,Palma,1
pan,Palma,1
pancake,Palma,1
parade,Palma,1
paradise,Palma,4
parallel,Palma,2
parameter,Palma,1
paraphernalia,Palma,1
parasol,Palma,22
parasoll,Palma,1
parc,Palma,1
park,Palma,37
parking,Palma,75
parkland,Palma,1
parkovanie,Palma,1
parlour,Palma,2
parma,Palma,1
part,Palma,32
partake,Palma,1
particular,Palma,3
partner,Palma,9
party,Palma,38
pas,Palma,4
pass,Palma,2
passing,Palma,3
past,Palma,4
pastilla,Palma,22
pastille,Palma,1
patch,Palma,2
path,Palma,40
pathwalk,Palma,1
pathway,Palma,4
patro,Palma,2
pavement,Palma,3
pay,Palma,19
payment,Palma,2
peace,Palma,4
peaceful,Palma,15
peacuful,Palma,1
peak,Palma,7
pebble,Palma,16
pedalo,Palma,2
pedalos,Palma,1
peddlars,Palma,1
pederastian,Palma,1
pedestrian,Palma,4
pedlar,Palma,1
pedlo,Palma,1
peep,Palma,1
pegera,Palma,1
peguera,Palma,3
pelican,Palma,2
pelicano,Palma,1
penguin,Palma,2
peolpe,Palma,1
people,Palma,180
pepe,Palma,1
percent,Palma,2
perch,Palma,1
perfect,Palma,34
performer,Palma,1
perimeter,Palma,1
period,Palma,4
permanent,Palma,1
peron,Palma,1
perpetual,Palma,1
persistent,Palma,1
person,Palma,10
personal,Palma,2
pesky,Palma,2
pester,Palma,1
pet,Palma,1
petrol,Palma,1
pff,Palma,1
pharmacy,Palma,1
phenomenal,Palma,1
phone,Palma,6
photo,Palma,7
photograph,Palma,4
photoshoped,Palma,1
pi,Palma,4
pic,Palma,1
picafort,Palma,1
pick,Palma,5
picked,Palma,1
picker,Palma,1
pickpocket,Palma,1
picnic,Palma,2
picture,Palma,22
picturesque,Palma,10
piece,Palma,4
pile,Palma,1
pilot,Palma,1
pin,Palma,2
pina,Palma,1
pine,Palma,1
pineapple,Palma,1
pink,Palma,1
pint,Palma,4
pirate,Palma,1
pistalla,Palma,1
pit,Palma,1
pizza,Palma,4
pl,Palma,2
placa,Palma,2
place,Palma,258
plan,Palma,7
plane,Palma,3
planet,Palma,1
plant,Palma,1
plantation,Palma,1
plaquette,Palma,1
plastic,Palma,5
plate,Palma,2
platja,Palma,5
platter,Palma,1
platya,Palma,1
play,Palma,10
playa,Palma,39
played,Palma,1
plaza,Palma,1
pleasant,Palma,12
please,Palma,7
pleasure,Palma,1
plentiful,Palma,2
plenty,Palma,45
plttforms,Palma,1
plus,Palma,1
ply,Palma,1
pm,Palma,12
po,Palma,1
point,Palma,7
pole,Palma,1
police,Palma,20
policeman,Palma,2
poligon,Palma,1
poligono,Palma,1
polite,Palma,1
pollen,Palma,1
pollensa,Palma,3
ponsa,Palma,2
pool,Palma,11
poor,Palma,5
pop,Palma,2
popular,Palma,11
populate,Palma,1
port,Palma,22
porta,Palma,1
portable,Palma,1
porto,Palma,3
posidonia,Palma,1
position,Palma,3
positive,Palma,4
possession,Palma,2
possibility,Palma,4
possible,Palma,6
post,Palma,1
postcard,Palma,2
pot,Palma,2
pou,Palma,1
powder,Palma,1
powdery,Palma,1
pp,Palma,4
ppl,Palma,2
prawn,Palma,1
prde,Palma,1
pre,Palma,3
preamble,Palma,1
precious,Palma,1
preconception,Palma,1
predict,Palma,1
predictable,Palma,1
prefer,Palma,11
premier,Palma,1
premise,Palma,1
premium,Palma,1
prepare,Palma,3
prepared,Palma,6
presence,Palma,4
preserve,Palma,1
pressure,Palma,1
presume,Palma,1
prettiest,Palma,2
prevent,Palma,1
prevents,Palma,1
previous,Palma,1
price,Palma,21
pricey,Palma,3
pride,Palma,2
pristine,Palma,3
privacy,Palma,1
privado,Palma,3
private,Palma,14
privileged,Palma,1
prob,Palma,1
problem,Palma,21
probs,Palma,1
process,Palma,1
produce,Palma,1
product,Palma,1
proliferate,Palma,1
prolific,Palma,1
prom,Palma,5
promenad,Palma,1
promenade,Palma,45
prominade,Palma,1
promoter,Palma,1
pronounce,Palma,1
proper,Palma,11
property,Palma,4
propose,Palma,2
prospect,Palma,1
protect,Palma,1
protection,Palma,1
protective,Palma,1
prove,Palma,1
provide,Palma,2
province,Palma,1
proximity,Palma,2
prudish,Palma,1
pub,Palma,10
public,Palma,18
puert,Palma,1
puerto,Palma,1
puff,Palma,1
pull,Palma,1
punta,Palma,1
purchase,Palma,2
pure,Palma,3
purpose,Palma,2
purse,Palma,3
pushchair,Palma,2
pushy,Palma,3
pustili,Palma,1
put,Palma,16
quad,Palma,1
quaint,Palma,1
quainter,Palma,1
quality,Palma,8
question,Palma,1
queue,Palma,4
quick,Palma,4
quiet,Palma,47
quieter,Palma,9
quietness,Palma,1
rabbit,Palma,1
rain,Palma,3
rainy,Palma,1
ran,Palma,2
random,Palma,1
rang,Palma,3
range,Palma,3
rant,Palma,1
rare,Palma,1
rash,Palma,1
rate,Palma,2
rating,Palma,1
ratio,Palma,1
raucous,Palma,1
rd,Palma,1
reach,Palma,21
reachable,Palma,3
read,Palma,6
reading,Palma,2
ready,Palma,2
real,Palma,5
realisation,Palma,1
realise,Palma,4
reality,Palma,2
reason,Palma,9
reasonable,Palma,6
reassurance,Palma,1
rebrand,Palma,1
recapitulation,Palma,1
recent,Palma,4
receptacle,Palma,1
reception,Palma,1
receptionist,Palma,1
reckon,Palma,2
recommend,Palma,39
recommendation,Palma,1
red,Palma,7
refers,Palma,1
reflect,Palma,2
refreshment,Palma,2
refuge,Palma,1
refurbishment,Palma,1
region,Palma,1
regret,Palma,3
regular,Palma,2
reiterate,Palma,1
relax,Palma,23
relaxed,Palma,6
relay,Palma,1
remind,Palma,1
reminder,Palma,1
reminds,Palma,1
remote,Palma,2
rent,Palma,23
rental,Palma,7
rep,Palma,2
report,Palma,1
represent,Palma,1
require,Palma,1
research,Palma,3
reservation,Palma,2
reserve,Palma,2
residence,Palma,2
residency,Palma,1
resident,Palma,5
residential,Palma,1
resist,Palma,1
resonable,Palma,1
resort,Palma,58
respect,Palma,1
respectful,Palma,1
responsible,Palma,1
rest,Palma,12
restarants,Palma,1
restaraunts,Palma,1
restaurant,Palma,217
restaurante,Palma,1
restaurantes,Palma,1
restaurantsmusic,Palma,1
resteraunt,Palma,1
restful,Palma,1
restriction,Palma,2
restroom,Palma,1
restuarant,Palma,1
resturant,Palma,1
resturants,Palma,1
result,Palma,2
retains,Palma,1
return,Palma,18
reveller,Palma,1
reverse,Palma,1
review,Palma,20
reviewer,Palma,4
rezidentov,Palma,1
rice,Palma,1
ride,Palma,17
ridiculous,Palma,1
rife,Palma,2
rig,Palma,1
right,Palma,34
rio,Palma,1
rip,Palma,2
ripoff,Palma,1
rise,Palma,5
road,Palma,96
robbed,Palma,4
robert,Palma,3
rock,Palma,74
rocky,Palma,66
rode,Palma,2
rolex,Palma,1
roll,Palma,1
romanian,Palma,1
romantic,Palma,3
roof,Palma,3
room,Palma,17
roper,Palma,1
rough,Palma,6
round,Palma,13
roundabout,Palma,3
route,Palma,11
row,Palma,2
rowdy,Palma,7
rubbish,Palma,11
rubble,Palma,1
rude,Palma,5
rudeness,Palma,1
rudest,Palma,1
ruin,Palma,2
rule,Palma,3
run,Palma,10
runway,Palma,1
rural,Palma,1
rush,Palma,3
rustic,Palma,3
sa,Palma,4
sacrament,Palma,1
safe,Palma,21
safer,Palma,1
safety,Palma,2
saharan,Palma,1
sale,Palma,4
salesman,Palma,2
salesperson,Palma,1
saline,Palma,1
salmunia,Palma,2
salou,Palma,1
salt,Palma,1
samey,Palma,1
samotnej,Palma,1
sample,Palma,2
san,Palma,2
sand,Palma,133
sandal,Palma,1
sandcastles,Palma,1
sandwich,Palma,1
sandy,Palma,53
sangria,Palma,4
sanitary,Palma,1
sans,Palma,1
sant,Palma,1
santa,Palma,2
santanyi,Palma,4
santiago,Palma,1
sardine,Palma,4
sarong,Palma,1
sat,Palma,4
saturday,Palma,3
saty,Palma,1
sauce,Palma,1
sausage,Palma,3
saw,Palma,13
scam,Palma,1
scammer,Palma,1
scandinavion,Palma,1
scarf,Palma,1
scary,Palma,3
scene,Palma,5
scenerie,Palma,1
scenery,Palma,17
scenic,Palma,3
scheme,Palma,1
schnitzel,Palma,1
scooter,Palma,6
score,Palma,1
scotland,Palma,1
scour,Palma,2
scramble,Palma,1
scrape,Palma,1
sculpture,Palma,1
sea,Palma,129
seafood,Palma,5
seafront,Palma,4
seagull,Palma,2
seam,Palma,1
search,Palma,2
seaside,Palma,2
season,Palma,52
seat,Palma,5
seawater,Palma,1
seaweed,Palma,15
seclusion,Palma,1
second,Palma,3
secret,Palma,3
section,Palma,5
sedate,Palma,1
seedy,Palma,1
seek,Palma,1
seem,Palma,8
seep,Palma,1
segway,Palma,1
selection,Palma,4
self,Palma,2
sell,Palma,16
seller,Palma,24
send,Palma,2
senioritas,Palma,1
sense,Palma,4
sensible,Palma,2
sept,Palma,1
september,Palma,9
serf,Palma,6
series,Palma,1
serra,Palma,2
serve,Palma,1
service,Palma,21
session,Palma,1
set,Palma,7
several,Palma,14
severe,Palma,1
sewage,Palma,2
sex,Palma,2
shack,Palma,3
shade,Palma,8
shadiw,Palma,1
shadow,Palma,2
shady,Palma,1
shake,Palma,1
shakespeare,Palma,1
shallow,Palma,36
shame,Palma,5
shanghai,Palma,1
shanty,Palma,1
share,Palma,3
sharp,Palma,3
sheer,Palma,1
shell,Palma,4
shill,Palma,1
shingle,Palma,2
ship,Palma,4
shirt,Palma,2
shoal,Palma,2
shock,Palma,1
shoe,Palma,20
shop,Palma,125
shopping,Palma,10
shore,Palma,20
shoreline,Palma,4
short,Palma,20
shortage,Palma,1
shot,Palma,2
shoulder,Palma,1
shout,Palma,1
show,Palma,9
shower,Palma,17
shut,Palma,1
shuttle,Palma,1
si,Palma,1
sick,Palma,1
side,Palma,45
sidewalk,Palma,1
sierra,Palma,1
sight,Palma,6
sign,Palma,21
signage,Palma,1
silence,Palma,1
similar,Palma,6
simple,Palma,4
singer,Palma,1
single,Palma,6
sit,Palma,24
site,Palma,5
situation,Palma,2
size,Palma,7
sj,Palma,1
skeptical,Palma,1
ski,Palma,2
skill,Palma,1
skip,Palma,1
sky,Palma,2
sl,Palma,1
slack,Palma,1
slang,Palma,1
sleazy,Palma,1
sleep,Palma,5
sleeveless,Palma,1
slice,Palma,2
slight,Palma,2
slimy,Palma,1
slip,Palma,2
slipper,Palma,2
slippery,Palma,5
sller,Palma,1
slnka,Palma,1
slope,Palma,4
slr,Palma,2
sludge,Palma,1
slug,Palma,1
slur,Palma,1
slutty,Palma,1
smal,Palma,1
small,Palma,120
smash,Palma,1
sme,Palma,1
smell,Palma,3
smoke,Palma,1
smoker,Palma,1
smoking,Palma,3
smth,Palma,1
snack,Palma,8
snail,Palma,1
snatch,Palma,1
snd,Palma,1
sneaker,Palma,1
snorkel,Palma,3
soak,Palma,1
social,Palma,1
soft,Palma,13
soho,Palma,1
solid,Palma,1
soller,Palma,14
somebody,Palma,2
someone,Palma,5
something,Palma,21
son,Palma,6
song,Palma,7
sooner,Palma,1
sooo,Palma,2
sore,Palma,1
sorry,Palma,1
sort,Palma,10
soul,Palma,1
sound,Palma,4
soup,Palma,1
south,Palma,6
southern,Palma,1
southwest,Palma,1
souvenir,Palma,10
souvinir,Palma,1
space,Palma,31
spacious,Palma,3
spacy,Palma,1
speak,Palma,1
speaker,Palma,1
speaks,Palma,2
special,Palma,10
specific,Palma,1
spectacular,Palma,8
speedos,Palma,1
speedy,Palma,1
spend,Palma,14
spendbyour,Palma,1
spending,Palma,6
spent,Palma,23
spill,Palma,1
spirit,Palma,4
splendid,Palma,1
spoil,Palma,3
spoke,Palma,4
spoken,Palma,4
spongy,Palma,1
sport,Palma,11
spot,Palma,45
spotless,Palma,3
spray,Palma,1
spread,Palma,1
spring,Palma,1
square,Palma,2
st,Palma,3
staff,Palma,10
stag,Palma,12
stagnant,Palma,1
stair,Palma,7
staircase,Palma,4
stand,Palma,9
standard,Palma,1
standing,Palma,1
star,Palma,7
start,Palma,12
station,Palma,5
status,Palma,1
stay,Palma,31
stayed,Palma,39
steak,Palma,1
steal,Palma,2
steel,Palma,1
steep,Palma,22
steepish,Palma,1
stegways,Palma,1
stein,Palma,1
step,Palma,15
stick,Palma,3
sting,Palma,1
stink,Palma,1
stone,Palma,10
stoney,Palma,2
stony,Palma,2
stood,Palma,2
stool,Palma,1
stop,Palma,28
store,Palma,4
storm,Palma,3
story,Palma,1
straight,Palma,2
strange,Palma,2
straw,Palma,10
street,Palma,38
stress,Palma,1
stressful,Palma,1
stretch,Palma,21
strewn,Palma,1
strike,Palma,1
strip,Palma,19
stripe,Palma,1
striptease,Palma,1
stroll,Palma,15
stroller,Palma,1
strong,Palma,3
struck,Palma,1
struggle,Palma,4
stuck,Palma,2
stufed,Palma,1
stuff,Palma,16
stumble,Palma,1
stung,Palma,3
stunk,Palma,1
stupid,Palma,1
style,Palma,5
stylish,Palma,1
sub,Palma,1
sublime,Palma,1
substance,Palma,1
subversive,Palma,1
sudden,Palma,1
suggest,Palma,4
suggests,Palma,1
suit,Palma,2
suitable,Palma,8
suitcase,Palma,1
sulphur,Palma,1
summary,Palma,1
summer,Palma,41
summerhouse,Palma,1
sun,Palma,53
sunbath,Palma,2
sunbathe,Palma,7
sunbeads,Palma,1
sunbed,Palma,10
sunbeds,Palma,22
sunday,Palma,2
sunglass,Palma,16
sunlounger,Palma,1
sunloungers,Palma,1
sunny,Palma,9
sunrise,Palma,2
sunscreen,Palma,2
sunset,Palma,16
sunshade,Palma,1
sunshine,Palma,2
super,Palma,14
superb,Palma,6
supermarket,Palma,12
support,Palma,1
suppose,Palma,6
sure,Palma,18
surf,Palma,4
surfer,Palma,2
surprise,Palma,3
surprised,Palma,8
surprising,Palma,1
surreal,Palma,1
surround,Palma,2
surroundings,Palma,7
suv,Palma,1
swam,Palma,3
swarm,Palma,1
swathe,Palma,1
sweaty,Palma,2
sweet,Palma,2
sweetwater,Palma,1
swept,Palma,1
swim,Palma,53
swimmable,Palma,1
swimmer,Palma,3
sworn,Palma,1
sympathy,Palma,1
system,Palma,2
table,Palma,9
tabledancers,Palma,1
tacky,Palma,3
tad,Palma,1
tag,Palma,1
talk,Palma,2
tall,Palma,1
tan,Palma,2
tandem,Palma,1
tapa,Palma,9
tarmac,Palma,1
tarnish,Palma,1
task,Palma,1
taste,Palma,5
tasty,Palma,1
tat,Palma,3
tattoo,Palma,2
tattooed,Palma,1
taverna,Palma,1
tax,Palma,2
taxi,Palma,24
tea,Palma,3
tedious,Palma,1
teen,Palma,1
teenage,Palma,1
teenager,Palma,2
teh,Palma,2
temp,Palma,1
temperature,Palma,8
ten,Palma,3
tenisky,Palma,1
term,Palma,2
terminal,Palma,1
ternet,Palma,1
terrace,Palma,5
terrible,Palma,6
terrific,Palma,1
territory,Palma,1
terror,Palma,1
test,Palma,2
tex,Palma,3
textilers,Palma,1
tgen,Palma,1
th,Palma,7
thai,Palma,1
thailand,Palma,1
thank,Palma,2
thanks,Palma,3
thats,Palma,5
thay,Palma,1
theft,Palma,1
theory,Palma,1
ther,Palma,1
thew,Palma,1
theyre,Palma,1
theyve,Palma,1
thick,Palma,2
thief,Palma,4
thin,Palma,2
thing,Palma,40
think,Palma,29
third,Palma,4
thirsty,Palma,1
tho,Palma,1
thou,Palma,1
thought,Palma,9
thousand,Palma,4
threw,Palma,2
throng,Palma,1
throw,Palma,2
thrown,Palma,2
thur,Palma,1
thursday,Palma,1
ti,Palma,1
tick,Palma,1
ticket,Palma,5
tide,Palma,5
tidy,Palma,4
tie,Palma,1
tiendas,Palma,1
tight,Palma,1
til,Palma,3
till,Palma,8
time,Palma,127
timetable,Palma,1
tin,Palma,1
tiny,Palma,12
tip,Palma,4
tire,Palma,1
tiresome,Palma,1
tissue,Palma,1
title,Palma,1
tivoli,Palma,1
tlads,Palma,1
tlc,Palma,1
toasties,Palma,1
tobacco,Palma,1
today,Palma,1
toe,Palma,1
toilet,Palma,31
told,Palma,11
tom,Palma,1
ton,Palma,2
tonic,Palma,1
toodeia,Palma,1
top,Palma,25
topless,Palma,2
total,Palma,5
tough,Palma,2
tour,Palma,4
tourism,Palma,2
tourist,Palma,66
touristic,Palma,3
touristry,Palma,1
touristsit,Palma,1
touristy,Palma,2
tout,Palma,2
towards,Palma,15
towed,Palma,1
towel,Palma,25
tower,Palma,2
towl,Palma,1
town,Palma,36
toy,Palma,2
track,Palma,5
trade,Palma,2
trader,Palma,2
traditional,Palma,2
traffic,Palma,10
trail,Palma,6
train,Palma,11
trainer,Palma,1
tram,Palma,1
tramontana,Palma,1
tramuntana,Palma,6
tranquil,Palma,1
transfer,Palma,3
transparent,Palma,1
transport,Palma,4
trash,Palma,6
travel,Palma,6
traveller,Palma,3
treacherous,Palma,1
treatment,Palma,1
tree,Palma,9
trek,Palma,2
trenc,Palma,2
tricked,Palma,1
trickiest,Palma,1
trickster,Palma,1
tricky,Palma,5
trinket,Palma,3
trip,Palma,34
tripadvisor,Palma,2
trouble,Palma,7
truck,Palma,1
true,Palma,2
trust,Palma,1
try,Palma,18
tthe,Palma,1
tucked,Palma,2
tuent,Palma,1
tuesday,Palma,1
tumbonas,Palma,2
tunnel,Palma,1
turd,Palma,1
turist,Palma,2
turistic,Palma,2
turn,Palma,22
turnes,Palma,1
turquiose,Palma,1
turquoise,Palma,8
tv,Palma,1
twenty,Palma,1
type,Palma,14
typical,Palma,8
ud,Palma,1
ugliest,Palma,1
uk,Palma,3
ultimate,Palma,1
umbrella,Palma,41
umbrellars,Palma,1
unable,Palma,2
unacceptable,Palma,1
unattended,Palma,1
unbearable,Palma,1
unbelievable,Palma,1
unclean,Palma,1
uncomfortable,Palma,2
uncontaminated,Palma,1
underfoot,Palma,1
underneath,Palma,1
understand,Palma,4
understandable,Palma,1
understated,Palma,1
undertow,Palma,1
underwater,Palma,2
undress,Palma,1
unesco,Palma,1
unexpected,Palma,1
unfair,Palma,2
unforgettable,Palma,2
unhappy,Palma,1
unimpressed,Palma,1
unique,Palma,2
unlikely,Palma,1
unpaved,Palma,1
unperturbed,Palma,1
unpleasant,Palma,3
unreal,Palma,1
unsavory,Palma,1
unspoiled,Palma,2
upgrade,Palma,1
uphill,Palma,2
upset,Palma,2
upstairs,Palma,1
urbanisation,Palma,1
use,Palma,12
useful,Palma,2
user,Palma,2
usual,Palma,8
utter,Palma,1
vacate,Palma,1
vacation,Palma,4
valldemossa,Palma,1
valley,Palma,2
valuable,Palma,4
value,Palma,6
van,Palma,2
varies,Palma,1
variety,Palma,5
various,Palma,7
vast,Palma,2
vaves,Palma,1
vedie,Palma,1
veg,Palma,1
vegan,Palma,1
vege,Palma,2
vegetarian,Palma,1
vegetation,Palma,1
vehicle,Palma,2
vendor,Palma,6
venture,Palma,1
venue,Palma,3
ver,Palma,1
version,Palma,1
vertical,Palma,3
vertiginous,Palma,1
vertigo,Palma,1
vhodn,Palma,1
viacermi,Palma,1
vibe,Palma,4
vibrant,Palma,1
vicence,Palma,1
vicinity,Palma,1
victim,Palma,2
view,Palma,85
villa,Palma,2
village,Palma,22
vina,Palma,1
vip,Palma,2
visibility,Palma,1
visit,Palma,98
visitor,Palma,9
visual,Palma,1
vivid,Palma,1
vjazd,Palma,1
vocal,Palma,1
voda,Palma,1
vodka,Palma,1
voil,Palma,1
wade,Palma,1
wait,Palma,8
waitress,Palma,1
wake,Palma,5
walk,Palma,163
walkable,Palma,1
walker,Palma,3
walkway,Palma,6
wall,Palma,4
wallet,Palma,2
wan,Palma,1
wander,Palma,2
wanna,Palma,1
want,Palma,64
ware,Palma,2
warm,Palma,32
warmth,Palma,2
wash,Palma,2
wasnt,Palma,7
waste,Palma,5
watch,Palma,24
watchthe,Palma,1
water,Palma,301
waterbeautiful,Palma,1
waterfront,Palma,3
watermelon,Palma,3
waterparks,Palma,1
watersports,Palma,3
wave,Palma,23
wavy,Palma,1
way,Palma,68
wear,Palma,7
weather,Palma,14
wee,Palma,1
weed,Palma,5
week,Palma,17
weekbeach,Palma,1
weekday,Palma,1
weekend,Palma,3
weird,Palma,2
welcome,Palma,2
werent,Palma,1
west,Palma,8
western,Palma,1
wet,Palma,3
